,id,probability,answers,pred,label,Entry,Protein names,UniProtKB,geneName
1167,ENSP00000248553,0.8906206765544238,0.0,1.0,1.0,P04792,Heat shock protein beta-1 (HspB1) (28 kDa heat shock protein) (Estrogen-regulated 24 kDa protein) (Heat shock 27 kDa protein) (HSP 27) (Stress-responsive protein 27) (SRP27),P04792,HSPB1
1168,ENSP00000484552,0.8899506240233025,0.0,1.0,1.0,P36382,Gap junction alpha-5 protein (Connexin-40) (Cx40),P36382,GJA5
1169,ENSP00000373570,0.8892922520519365,0.0,1.0,1.0,P17643,"5,6-dihydroxyindole-2-carboxylic acid oxidase (DHICA oxidase) (EC 1.14.18.-) (Catalase B) (Glycoprotein 75) (Melanoma antigen gp75) (Tyrosinase-related protein 1) (TRP) (TRP-1) (TRP1)",P17643,TYRP1
1170,ENSP00000360761,0.8882265622154447,0.0,1.0,1.0,O15120,1-acyl-sn-glycerol-3-phosphate acyltransferase beta (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 2) (1-AGP acyltransferase 2) (1-AGPAT 2) (Lysophosphatidic acid acyltransferase beta) (LPAAT-beta),O15120,AGPAT2
1171,ENSP00000324806,0.8880599612421866,0.0,1.0,1.0,P49841,Glycogen synthase kinase-3 beta (GSK-3 beta) (EC 2.7.11.26) (Serine/threonine-protein kinase GSK3B) (EC 2.7.11.1),P49841,GSK3B
1172,ENSP00000307786,0.88787465187325,0.0,1.0,1.0,P99999,Cytochrome c,P99999,CYCS
1173,ENSP00000318822,0.8845405785850068,0.0,1.0,1.0,P55957,BH3-interacting domain death agonist (p22 BID) (BID) [Cleaved into: BH3-interacting domain death agonist p15 (p15 BID); BH3-interacting domain death agonist p13 (p13 BID); BH3-interacting domain death agonist p11 (p11 BID)],P55957,BID
1174,ENSP00000260599,0.8840984624228073,0.0,1.0,1.0,P50053,Ketohexokinase (EC 2.7.1.3) (Hepatic fructokinase),P50053,KHK
1175,ENSP00000242839,0.8839320976105135,0.0,1.0,1.0,P35670,Copper-transporting ATPase 2 (EC 7.2.2.8) (Copper pump 2) (Wilson disease-associated protein) [Cleaved into: WND/140 kDa],P35670,ATP7B
1176,ENSP00000159060,0.88327290466391,0.0,1.0,1.0,Q9HBY0,NADPH oxidase 3 (EC 1.6.3.-) (Mitogenic oxidase 2) (MOX-2) (gp91phox homolog 3) (GP91-3),Q9HBY0,NOX3
1177,ENSP00000212015,0.8786179590004403,0.0,1.0,1.0,Q96EB6,NAD-dependent protein deacetylase sirtuin-1 (hSIRT1) (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-1) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 1) (SIR2-like protein 1) (hSIR2) [Cleaved into: SirtT1 75 kDa fragment (75SirT1)],Q96EB6,SIRT1
1178,ENSP00000377061,0.8781738047922278,0.0,1.0,1.0,Q9UIW2,Plexin-A1 (Semaphorin receptor NOV),Q9UIW2,PLXNA1
1179,ENSP00000274063,0.8774930211860976,0.0,1.0,1.0,Q96HF1,Secreted frizzled-related protein 2 (FRP-2) (sFRP-2) (Secreted apoptosis-related protein 1) (SARP-1),Q96HF1,SFRP2
1180,ENSP00000205557,0.8738502534789795,0.0,1.0,1.0,O95255,ATP-binding cassette sub-family C member 6 (EC 7.6.2.-) (EC 7.6.2.3) (Anthracycline resistance-associated protein) (Multi-specific organic anion transporter E) (MOAT-E) (Multidrug resistance-associated protein 6),O95255,ABCC6
1181,ENSP00000381185,0.8673876574771096,1.0,1.0,1.0,P10415,Apoptosis regulator Bcl-2,P10415,BCL2
1182,ENSP00000322991,0.8665886521561206,0.0,1.0,1.0,O15382,"Branched-chain-amino-acid aminotransferase, mitochondrial (BCAT(m)) (EC 2.6.1.42) (Placental protein 18) (PP18)",O15382,BCAT2
1183,ENSP00000385824,0.8650903859434101,0.0,1.0,1.0,O43524,Forkhead box protein O3 (AF6q21 protein) (Forkhead in rhabdomyosarcoma-like 1),O43524,FOXO3
1184,ENSP00000358696,0.8642062519417083,0.0,1.0,1.0,P51805,Plexin-A3 (Plexin-4) (Semaphorin receptor SEX),P51805,PLXNA3
1185,ENSP00000359019,0.8640477004410624,0.0,1.0,1.0,O75364,Pituitary homeobox 3 (Homeobox protein PITX3) (Paired-like homeodomain transcription factor 3),O75364,PITX3
1186,ENSP00000463051,0.8602554526124729,0.0,1.0,1.0,Q9UK05,Growth/differentiation factor 2 (GDF-2) (Bone morphogenetic protein 9) (BMP-9),Q9UK05,GDF2
1187,ENSP00000216181,0.8572163414749625,0.0,1.0,1.0,P35579,"Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A) (NMMHC-A) (Non-muscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA)",P35579,MYH9
1188,ENSP00000279146,0.8557781794521875,0.0,1.0,1.0,O00170,AH receptor-interacting protein (AIP) (Aryl-hydrocarbon receptor-interacting protein) (HBV X-associated protein 2) (XAP-2) (Immunophilin homolog ARA9),O00170,AIP
1189,ENSP00000261514,0.8557708198726479,0.0,1.0,1.0,P51790,H(+)/Cl(-) exchange transporter 3 (Chloride channel protein 3) (ClC-3) (Chloride transporter ClC-3),P51790,CLCN3
1190,ENSP00000332973,0.8520011790770231,1.0,1.0,1.0,P84022,Mothers against decapentaplegic homolog 3 (MAD homolog 3) (Mad3) (Mothers against DPP homolog 3) (hMAD-3) (JV15-2) (SMAD family member 3) (SMAD 3) (Smad3) (hSMAD3),P84022,SMAD3
1191,ENSP00000262160,0.8519242111738649,0.0,1.0,1.0,Q15796,Mothers against decapentaplegic homolog 2 (MAD homolog 2) (Mothers against DPP homolog 2) (JV18-1) (Mad-related protein 2) (hMAD-2) (SMAD family member 2) (SMAD 2) (Smad2) (hSMAD2),Q15796,SMAD2
1192,ENSP00000441434,0.8514923758376736,0.0,1.0,1.0,P40261,Nicotinamide N-methyltransferase (EC 2.1.1.1),P40261,NNMT
1193,ENSP00000284523,0.8491331261291504,0.0,1.0,1.0,P56704,Protein Wnt-3a,P56704,WNT3A
1194,ENSP00000383392,0.844757835562478,0.0,1.0,1.0,O15394,Neural cell adhesion molecule 2 (N-CAM-2) (NCAM-2),O15394,NCAM2
1195,ENSP00000227266,0.8423995426990244,0.0,1.0,1.0,P53634,Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (DPP-I) (DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain); Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain); Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain)],P53634,CTSC
1196,ENSP00000383063,0.8415958214921003,0.0,1.0,1.0,P48552,Nuclear receptor-interacting protein 1 (Nuclear factor RIP140) (Receptor-interacting protein 140),P48552,NRIP1
1197,ENSP00000324842,0.8388985511225635,0.0,1.0,1.0,Q86V21,Acetoacetyl-CoA synthetase (EC 6.2.1.16) (Acyl-CoA synthetase family member 1) (Protein sur-5 homolog),Q86V21,AACS
1198,ENSP00000385216,0.838358059803056,0.0,1.0,1.0,Q15788,Nuclear receptor coactivator 1 (NCoA-1) (EC 2.3.1.48) (Class E basic helix-loop-helix protein 74) (bHLHe74) (Protein Hin-2) (RIP160) (Renal carcinoma antigen NY-REN-52) (Steroid receptor coactivator 1) (SRC-1),Q15788,NCOA1
1199,ENSP00000264896,0.8376684880238328,0.0,1.0,1.0,Q14108,Lysosome membrane protein 2 (85 kDa lysosomal membrane sialoglycoprotein) (LGP85) (CD36 antigen-like 2) (Lysosome membrane protein II) (LIMP II) (Scavenger receptor class B member 2) (CD antigen CD36),Q14108,SCARB2
1200,ENSP00000345083,0.8354740474422302,0.0,1.0,1.0,P46734,Dual specificity mitogen-activated protein kinase kinase 3 (MAP kinase kinase 3) (MAPKK 3) (EC 2.7.12.2) (MAPK/ERK kinase 3) (MEK 3) (Stress-activated protein kinase kinase 2) (SAPK kinase 2) (SAPKK-2) (SAPKK2),P46734,MAP2K3
1201,ENSP00000245451,0.8326257941779305,0.0,1.0,1.0,P12644,Bone morphogenetic protein 4 (BMP-4) (Bone morphogenetic protein 2B) (BMP-2B),P12644,BMP4
1202,ENSP00000171111,0.8316931344055071,0.0,1.0,1.0,Q14145,Kelch-like ECH-associated protein 1 (Cytosolic inhibitor of Nrf2) (INrf2) (Kelch-like protein 19),Q14145,KEAP1
1203,ENSP00000366863,0.8306269149135301,0.0,1.0,1.0,O60343,TBC1 domain family member 4 (Akt substrate of 160 kDa) (AS160),O60343,TBC1D4
1204,ENSP00000307305,0.830409816931587,0.0,1.0,1.0,Q9NX09,DNA damage-inducible transcript 4 protein (HIF-1 responsive protein RTP801) (Protein regulated in development and DNA damage response 1) (REDD-1),Q9NX09,DDIT4
1205,ENSP00000258042,0.8297001266951537,0.0,1.0,1.0,P28336,Neuromedin-B receptor (NMB-R) (Epididymis tissue protein Li 185a) (Neuromedin-B-preferring bombesin receptor),P28336,NMBR
1206,ENSP00000376475,0.829294335539837,0.0,1.0,1.0,P10644,cAMP-dependent protein kinase type I-alpha regulatory subunit (Tissue-specific extinguisher 1) (TSE1),P10644,PRKAR1A
1207,ENSP00000459533,0.8282733061420345,0.0,1.0,1.0,Q99732,Lipopolysaccharide-induced tumor necrosis factor-alpha factor (LPS-induced TNF-alpha factor) (Small integral membrane protein of lysosome/late endosome) (p53-induced gene 7 protein),Q99732,LITAF
1208,ENSP00000215838,0.8264502325373005,0.0,1.0,1.0,P20062,Transcobalamin-2 (TC-2) (Transcobalamin II) (TC II) (TCII),P20062,TCN2
1209,ENSP00000320171,0.8255913290850341,0.0,1.0,1.0,P14618,Pyruvate kinase PKM (EC 2.7.1.40) (Cytosolic thyroid hormone-binding protein) (CTHBP) (Opa-interacting protein 3) (OIP-3) (Pyruvate kinase 2/3) (Pyruvate kinase muscle isozyme) (Threonine-protein kinase PKM2) (EC 2.7.11.1) (Thyroid hormone-binding protein 1) (THBP1) (Tumor M2-PK) (Tyrosine-protein kinase PKM2) (EC 2.7.10.2) (p58),P14618,PKM
1210,ENSP00000299022,0.821559676674884,0.0,1.0,1.0,P11150,Hepatic triacylglycerol lipase (HL) (Hepatic lipase) (EC 3.1.1.3) (Lipase member C) (Lysophospholipase) (EC 3.1.1.5) (Phospholipase A1) (EC 3.1.1.32),P11150,LIPC
1211,ENSP00000465356,0.818598579201264,0.0,1.0,1.0,P02654,Apolipoprotein C-I (Apo-CI) (ApoC-I) (Apolipoprotein C1) [Cleaved into: Truncated apolipoprotein C-I],P02654,APOC1
1212,ENSP00000302621,0.818137725232855,0.0,1.0,1.0,P02750,Leucine-rich alpha-2-glycoprotein (LRG),P02750,LRG1
1213,ENSP00000266718,0.8173094035586541,0.0,1.0,1.0,P51884,Lumican (Keratan sulfate proteoglycan lumican) (KSPG lumican),P51884,LUM
1214,ENSP00000265131,0.8158177982272736,0.0,1.0,1.0,P24821,Tenascin (TN) (Cytotactin) (GMEM) (GP 150-225) (Glioma-associated-extracellular matrix antigen) (Hexabrachion) (JI) (Myotendinous antigen) (Neuronectin) (Tenascin-C) (TN-C),P24821,TNC
1215,ENSP00000291526,0.8154288167643773,0.0,1.0,1.0,Q03403,Trefoil factor 2 (Spasmolysin) (Spasmolytic polypeptide) (SP),Q03403,TFF2
1216,ENSP00000284987,0.8139382331931493,0.0,1.0,1.0,Q9UNA0,A disintegrin and metalloproteinase with thrombospondin motifs 5 (ADAM-TS 5) (ADAM-TS5) (ADAMTS-5) (EC 3.4.24.-) (A disintegrin and metalloproteinase with thrombospondin motifs 11) (ADAM-TS 11) (ADAMTS-11) (ADMP-2) (Aggrecanase-2),Q9UNA0,ADAMTS5
1217,ENSP00000431049,0.8117579767028927,0.0,1.0,1.0,Q9Y2Q3,Glutathione S-transferase kappa 1 (EC 2.5.1.18) (GST 13-13) (GST class-kappa) (GSTK1-1) (hGSTK1) (Glutathione S-transferase subunit 13),Q9Y2Q3,GSTK1
1218,ENSP00000345179,0.8112677566008715,0.0,1.0,1.0,P05090,Apolipoprotein D (Apo-D) (ApoD),P05090,APOD
1219,ENSP00000384851,0.8104086669542374,1.0,1.0,1.0,P11474,Steroid hormone receptor ERR1 (Estrogen receptor-like 1) (Estrogen-related receptor alpha) (ERR-alpha) (Nuclear receptor subfamily 3 group B member 1),P11474,ESRRA
1220,ENSP00000379904,0.8101815900164524,1.0,1.0,1.0,P10828,Thyroid hormone receptor beta (Nuclear receptor subfamily 1 group A member 2) (c-erbA-2) (c-erbA-beta),P10828,THRB
1221,ENSP00000265627,0.809613143652073,0.0,1.0,1.0,Q15166,Serum paraoxonase/lactonase 3 (EC 3.1.1.2) (EC 3.1.1.81) (EC 3.1.8.1),Q15166,PON3
1222,ENSP00000356530,0.8084604297098201,0.0,1.0,1.0,Q05823,2-5A-dependent ribonuclease (2-5A-dependent RNase) (EC 3.1.26.-) (Ribonuclease 4) (Ribonuclease L) (RNase L),Q05823,RNASEL
1223,ENSP00000359245,0.8072251650515635,0.0,1.0,1.0,P78363,Retinal-specific phospholipid-transporting ATPase ABCA4 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 4) (RIM ABC transporter) (RIM proteinv) (RmP) (Retinal-specific ATP-binding cassette transporter) (Stargardt disease protein),P78363,ABCA4
1224,ENSP00000357178,0.8068748010038431,0.0,1.0,1.0,P14616,Insulin receptor-related protein (IRR) (EC 2.7.10.1) (IR-related receptor) [Cleaved into: Insulin receptor-related protein alpha chain; Insulin receptor-related protein beta chain],P14616,INSRR
1225,ENSP00000364204,0.8003796382280037,0.0,1.0,1.0,Q9BXM7,"Serine/threonine-protein kinase PINK1, mitochondrial (EC 2.7.11.1) (BRPK) (PTEN-induced putative kinase protein 1)",Q9BXM7,PINK1
1226,ENSP00000221996,0.8002677870847064,0.0,1.0,1.0,O43186,Cone-rod homeobox protein,O43186,CRX
1227,ENSP00000376943,0.799007518383736,0.0,1.0,1.0,O43521,Bcl-2-like protein 11 (Bcl2-L-11) (Bcl2-interacting mediator of cell death),O43521,BCL2L11
1228,ENSP00000483430,0.7973570755988418,0.0,1.0,1.0,P40305,"Interferon alpha-inducible protein 27, mitochondrial (p27) (Interferon alpha-induced 11.5 kDa protein) (Interferon-stimulated gene 12a protein) (ISG12(a)) (ISG12A)",P40305,IFI27
1229,ENSP00000354855,0.7955676454933446,0.0,1.0,1.0,Q14494,"Endoplasmic reticulum membrane sensor NFE2L1 (Locus control region-factor 1) (LCR-F1) (Nuclear factor erythroid 2-related factor 1) (NF-E2-related factor 1) (NFE2-related factor 1) (Nuclear factor, erythroid derived 2, like 1) (Protein NRF1, p120 form) (Transcription factor 11) (TCF-11) [Cleaved into: Transcription factor NRF1 (Protein NRF1, p110 form)]",Q14494,NFE2L1
1230,ENSP00000363827,0.7935217675206527,0.0,1.0,1.0,P98160,Basement membrane-specific heparan sulfate proteoglycan core protein (HSPG) (Perlecan) (PLC) [Cleaved into: Endorepellin; LG3 peptide],P98160,HSPG2
1231,ENSP00000361662,0.7917135417883059,0.0,1.0,1.0,Q16661,Guanylate cyclase activator 2B [Cleaved into: Guanylate cyclase C-activating peptide 2 (Guanylate cyclase C-activating peptide II) (GCAP-II); Uroguanylin (UGN)],Q16661,GUCA2B
1232,ENSP00000305288,0.7867264309681066,0.0,1.0,1.0,Q8NFZ4,Neuroligin-2,Q8NFZ4,NLGN2
1233,ENSP00000263915,0.7798682152222103,0.0,1.0,1.0,Q14449,Growth factor receptor-bound protein 14 (GRB14 adapter protein),Q14449,GRB14
1234,ENSP00000378230,0.7767167502519339,0.0,1.0,1.0,Q96J66,ATP-binding cassette sub-family C member 11 (EC 7.6.2.2) (EC 7.6.2.3) (Multidrug resistance-associated protein 8),Q96J66,ABCC11
1235,ENSP00000383199,0.7728509677926143,0.0,1.0,1.0,Q96PU5,E3 ubiquitin-protein ligase NEDD4-like (EC 2.3.2.26) (EC 2.3.2.36) (HECT-type E3 ubiquitin transferase NED4L) (NEDD4.2) (Nedd4-2),Q96PU5,NEDD4L
1236,ENSP00000334458,0.7681368804175697,0.0,1.0,1.0,P43694,Transcription factor GATA-4 (GATA-binding factor 4),P43694,GATA4
1237,ENSP00000473185,0.7656741451294041,0.0,1.0,1.0,P63302,Selenoprotein W (SelW),P63302,SELENOW
1238,ENSP00000307023,0.7577889864681523,0.0,1.0,1.0,O14901,Krueppel-like factor 11 (Transforming growth factor-beta-inducible early growth response protein 2) (TGFB-inducible early growth response protein 2) (TIEG-2),O14901,KLF11
1239,ENSP00000234313,0.7479783812120482,0.0,1.0,1.0,P08567,Pleckstrin (Platelet 47 kDa protein) (p47),P08567,PLEK
1240,ENSP00000352455,0.7405572325943621,0.0,1.0,1.0,Q13361,Microfibrillar-associated protein 5 (MFAP-5) (MP25) (Microfibril-associated glycoprotein 2) (MAGP-2),Q13361,MFAP5
1241,ENSP00000349860,0.7399390472289101,0.0,1.0,1.0,Q06210,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase 1) (Glutamine:fructose-6-phosphate amidotransferase 1) (GFAT 1) (GFAT1) (Hexosephosphate aminotransferase 1),Q06210,GFPT1
1242,ENSP00000371554,0.7393594514654122,0.0,1.0,1.0,P08294,Extracellular superoxide dismutase [Cu-Zn] (EC-SOD) (EC 1.15.1.1),P08294,SOD3
1243,ENSP00000340292,0.7365845443892516,0.0,1.0,1.0,P80370,Protein delta homolog 1 (DLK-1) (pG2) [Cleaved into: Fetal antigen 1 (FA1)],P80370,DLK1
1244,ENSP00000376352,0.7363184767091345,0.0,1.0,1.0,Q15118,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 1) (PDH kinase 1)",Q15118,PDK1
1245,ENSP00000253109,0.7356337467504427,0.0,1.0,1.0,Q8NI99,Angiopoietin-related protein 6 (Angiopoietin-like protein 6) (Angiopoietin-related growth factor) (Angiopoietin-related protein 5),Q8NI99,ANGPTL6
1246,ENSP00000323036,0.7308288756779378,0.0,1.0,1.0,P15309,Prostatic acid phosphatase (PAP) (EC 3.1.3.2) (5'-nucleotidase) (5'-NT) (EC 3.1.3.5) (Acid phosphatase 3) (Ecto-5'-nucleotidase) (Protein tyrosine phosphatase ACP3) (EC 3.1.3.48) (Thiamine monophosphatase) (TMPase) [Cleaved into: PAPf39],P15309,ACP3
1247,ENSP00000439012,0.7279823188663745,0.0,1.0,1.0,P07108,Acyl-CoA-binding protein (ACBP) (Diazepam-binding inhibitor) (DBI) (Endozepine) (EP),P07108,DBI
1248,ENSP00000382237,0.7192809268925442,0.0,1.0,1.0,Q6ZUK4,Transmembrane protein 26,Q6ZUK4,TMEM26
1249,ENSP00000358404,0.7173252141656027,0.0,1.0,1.0,Q9NQB0,Transcription factor 7-like 2 (HMG box transcription factor 4) (T-cell-specific transcription factor 4) (T-cell factor 4) (TCF-4) (hTCF-4),Q9NQB0,TCF7L2
1250,ENSP00000245157,0.7125818109667692,0.0,1.0,1.0,Q9BXC9,Bardet-Biedl syndrome 2 protein,Q9BXC9,BBS2
1251,ENSP00000354850,0.7068620751307142,0.0,1.0,1.0,O60502,Protein O-GlcNAcase (OGA) (EC 3.2.1.169) (Beta-N-acetylglucosaminidase) (Beta-N-acetylhexosaminidase) (Beta-hexosaminidase) (Meningioma-expressed antigen 5) (N-acetyl-beta-D-glucosaminidase) (N-acetyl-beta-glucosaminidase) (Nuclear cytoplasmic O-GlcNAcase and acetyltransferase) (NCOAT),O60502,OGA
1252,ENSP00000216180,0.7044639624003652,0.0,1.0,1.0,Q9NST1,1-acylglycerol-3-phosphate O-acyltransferase PNPLA3 (EC 2.3.1.51) (Acylglycerol transacylase) (Adiponutrin) (ADPN) (Calcium-independent phospholipase A2-epsilon) (iPLA2-epsilon) (EC 3.1.1.4) (Lysophosphatidic acid acyltransferase) (Patatin-like phospholipase domain-containing protein 3) (EC 3.1.1.3),Q9NST1,PNPLA3
1253,ENSP00000372191,0.7043850756262457,0.0,1.0,1.0,Q9NTG7,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial (hSIRT3) (EC 2.3.1.286) (Regulatory protein SIR2 homolog 3) (SIR2-like protein 3)",Q9NTG7,SIRT3
1254,ENSP00000323516,0.7000944171436883,0.0,1.0,1.0,Q9UKP6,Urotensin-2 receptor (UR-2-R) (G-protein coupled receptor 14) (Urotensin II receptor) (UR-II-R),Q9UKP6,UTS2R
1255,ENSP00000289416,0.6989587235558022,0.0,1.0,1.0,Q53FZ2,"Acyl-coenzyme A synthetase ACSM3, mitochondrial (EC 6.2.1.2) (Acyl-CoA synthetase medium-chain family member 3) (Butyrate--CoA ligase 3) (Butyryl-coenzyme A synthetase 3) (Middle-chain acyl-CoA synthetase 3) (Propionate--CoA ligase) (EC 6.2.1.17) (Protein SA homolog)",Q53FZ2,ACSM3
1256,ENSP00000307822,0.698382169215733,0.0,1.0,1.0,Q9Y5X5,Neuropeptide FF receptor 2 (G-protein coupled receptor 74) (G-protein coupled receptor HLWAR77) (Neuropeptide G-protein coupled receptor),Q9Y5X5,NPFFR2
1257,ENSP00000446252,0.6838881807489873,0.0,1.0,1.0,P04179,"Superoxide dismutase [Mn], mitochondrial (EC 1.15.1.1)",P04179,SOD2
1258,ENSP00000360170,0.6836766859084564,1.0,1.0,1.0,Q9Y5C1,Angiopoietin-related protein 3 (Angiopoietin-5) (ANG-5) (Angiopoietin-like protein 3) [Cleaved into: ANGPTL3(17-221); ANGPTL3(17-224)],Q9Y5C1,ANGPTL3
1259,ENSP00000356857,0.6779979716384813,0.0,1.0,1.0,O43680,Transcription factor 21 (TCF-21) (Capsulin) (Class A basic helix-loop-helix protein 23) (bHLHa23) (Epicardin) (Podocyte-expressed 1) (Pod-1),O43680,TCF21
1260,ENSP00000468411,0.6774647939441362,1.0,1.0,1.0,Q9NZ42,Gamma-secretase subunit PEN-2 (Presenilin enhancer protein 2),Q9NZ42,PSENEN
1261,ENSP00000414150,0.6742732031507932,0.0,1.0,1.0,P11308,Transcriptional regulator ERG (Transforming protein ERG),P11308,ERG
1262,ENSP00000284268,0.668812413835723,0.0,1.0,1.0,Q9HCJ1,Progressive ankylosis protein homolog (ANK),Q9HCJ1,ANKH
1263,ENSP00000226230,0.6683738198044862,0.0,1.0,1.0,Q5BJF2,Sigma intracellular receptor 2 (Sigma-2 receptor) (Sigma2 receptor) (Meningioma-associated protein 30) (Transmembrane protein 97),Q5BJF2,TMEM97
1264,ENSP00000222330,0.6665685896947657,1.0,1.0,1.0,P49840,Glycogen synthase kinase-3 alpha (GSK-3 alpha) (EC 2.7.11.26) (Serine/threonine-protein kinase GSK3A) (EC 2.7.11.1),P49840,GSK3A
1265,ENSP00000435380,0.6638746366376616,0.0,1.0,1.0,O00631,Sarcolipin,O00631,SLN
1266,ENSP00000241125,0.658844561293646,0.0,1.0,1.0,Q9Y6H8,Gap junction alpha-3 protein (Connexin-46) (Cx46),Q9Y6H8,GJA3
1267,ENSP00000250160,0.6553068055036133,0.0,1.0,1.0,O95388,CCN family member 4 (WNT1-inducible-signaling pathway protein 1) (WISP-1) (Wnt-1-induced secreted protein),O95388,CCN4
1268,ENSP00000351908,0.6510295232961765,0.0,1.0,1.0,Q99683,Mitogen-activated protein kinase kinase kinase 5 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 1) (ASK-1) (MAPK/ERK kinase kinase 5) (MEK kinase 5) (MEKK 5),Q99683,MAP3K5
1269,ENSP00000366525,0.6410728590049127,0.0,1.0,1.0,P02792,Ferritin light chain (Ferritin L subunit),P02792,FTL
1270,ENSP00000303754,0.6343286631851104,0.0,1.0,1.0,Q08752,Peptidyl-prolyl cis-trans isomerase D (PPIase D) (EC 5.2.1.8) (40 kDa peptidyl-prolyl cis-trans isomerase) (Cyclophilin-40) (CYP-40) (Cyclophilin-related protein) (Rotamase D),Q08752,PPID
1271,ENSP00000230381,0.6340404949914136,0.0,1.0,1.0,P23942,Peripherin-2 (Retinal degeneration slow protein) (Tetraspanin-22) (Tspan-22),P23942,PRPH2
1272,ENSP00000295448,0.6302587736298737,0.0,1.0,1.0,Q8TDQ7,Glucosamine-6-phosphate isomerase 2 (EC 3.5.99.6) (Glucosamine-6-phosphate deaminase 2) (GNPDA 2) (GlcN6P deaminase 2) (Glucosamine-6-phosphate isomerase SB52),Q8TDQ7,GNPDA2
1273,ENSP00000348944,0.6166152800321973,0.0,1.0,1.0,Q2MKA7,R-spondin-1 (Roof plate-specific spondin-1) (hRspo1),Q2MKA7,RSPO1
1274,ENSP00000380479,0.6157343200153704,0.0,1.0,1.0,Q12926,ELAV-like protein 2 (ELAV-like neuronal protein 1) (Hu-antigen B) (HuB) (Nervous system-specific RNA-binding protein Hel-N1),Q12926,ELAVL2
1275,ENSP00000363480,0.6065234759731813,0.0,1.0,1.0,Q92796,Disks large homolog 3 (Neuroendocrine-DLG) (Synapse-associated protein 102) (SAP-102) (SAP102) (XLMR),Q92796,DLG3
1276,ENSP00000251102,0.604069445428125,0.0,1.0,1.0,Q14028,Cyclic nucleotide-gated cation channel beta-1 (Cyclic nucleotide-gated cation channel 4) (CNG channel 4) (CNG-4) (CNG4) (Cyclic nucleotide-gated cation channel gamma) (Cyclic nucleotide-gated cation channel modulatory subunit) (Cyclic nucleotide-gated channel beta-1) (CNG channel beta-1) (Glutamic acid-rich protein) (GARP),Q14028,CNGB1
1277,ENSP00000246337,0.5999046630424045,0.0,1.0,1.0,P06132,Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37),P06132,UROD
1278,ENSP00000355751,0.5996903759760557,0.0,1.0,1.0,P35442,Thrombospondin-2,P35442,THBS2
1279,ENSP00000282541,0.5960129085829273,0.0,1.0,1.0,Q8N335,Glycerol-3-phosphate dehydrogenase 1-like protein (GPD1-L) (EC 1.1.1.8),Q8N335,GPD1L
1280,ENSP00000297988,0.5879576509929757,0.0,1.0,1.0,O14520,Aquaporin-7 (AQP-7) (Aquaglyceroporin-7) (Aquaporin adipose) (AQPap) (Aquaporin-7-like),O14520,AQP7
1281,ENSP00000469647,0.586099355184309,0.0,1.0,1.0,P26651,mRNA decay activator protein ZFP36 (G0/G1 switch regulatory protein 24) (Growth factor-inducible nuclear protein NUP475) (Tristetraprolin) (Zinc finger protein 36) (Zfp-36),P26651,ZFP36
1282,ENSP00000290310,0.5836222874043743,0.0,1.0,1.0,Q9Y6J6,Potassium voltage-gated channel subfamily E member 2 (MinK-related peptide 1) (Minimum potassium ion channel-related peptide 1) (Potassium channel subunit beta MiRP1),Q9Y6J6,KCNE2
1283,ENSP00000303920,0.583552363648427,0.0,1.0,1.0,Q8WU39,Marginal zone B- and B1-cell-specific protein (Mesenteric estrogen-dependent adipose 7) (MEDA-7) (Plasma cell-induced resident endoplasmic reticulum protein) (Plasma cell-induced resident ER protein) (pERp1) (Proapoptotic caspase adapter protein),Q8WU39,MZB1
1284,ENSP00000375653,0.5681096594320906,0.0,1.0,1.0,P59046,"NACHT, LRR and PYD domains-containing protein 12 (Monarch-1) (PYRIN-containing APAF1-like protein 7) (Regulated by nitric oxide)",P59046,NLRP12
1285,ENSP00000274093,0.5626674618381177,1.0,1.0,1.0,O75311,Glycine receptor subunit alpha-3,O75311,GLRA3
1286,ENSP00000295934,0.5626449423911878,0.0,1.0,1.0,Q9UBX0,Homeobox expressed in ES cells 1 (Homeobox protein ANF) (hAnf),Q9UBX0,HESX1
